#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   3.1999998      0.21765362      0.22993021      0.28118869E-01  0.96233606      0.36483902      0.11419585      -1.2042419     -0.10343263    
   3.2100000      0.21707559      0.22926822      0.27838720E-01  0.96212459      0.36427370      0.11366935      -1.2013582     -0.10287353    
   3.2200000      0.21649960      0.22858880      0.27561346E-01  0.96190244      0.36370042      0.11313859      -1.1984745     -0.10231443    
   3.2300000      0.21592702      0.22793353      0.27286706E-01  0.96168816      0.36314037      0.11261015      -1.1956111     -0.10176338    
   3.2400000      0.21535647      0.22728091      0.27014775E-01  0.96146327      0.36257249      0.11208760      -1.1927478     -0.10121235    
   3.2500000      0.21478923      0.22663213      0.26745522E-01  0.96124607      0.36201763      0.11157227      -1.1899048     -0.10067170    
   3.2600000      0.21422395      0.22598594      0.26478922E-01  0.96101832      0.36145499      0.11105267      -1.1870620     -0.10013105    
   3.2700000      0.21366200      0.22532381      0.26214946E-01  0.96079850      0.36090520      0.11054519      -1.1842384     -0.99595986E-01
   3.2800000      0.21310198      0.22470379      0.25953563E-01  0.96056825      0.36034781      0.11003850      -1.1814160     -0.99060923E-01
   3.2900000      0.21254520      0.22406772      0.25694747E-01  0.96034580      0.35980302      0.10953872      -1.1786125     -0.98532595E-01
   3.3000000      0.21199037      0.22341461      0.25438474E-01  0.96011293      0.35925075      0.10902966      -1.1758094     -0.98004252E-01
   3.3099999      0.21143873      0.22280438      0.25184713E-01  0.95988792      0.35871089      0.10854242      -1.1730257     -0.97483717E-01
   3.3199999      0.21088895      0.22215752      0.24933444E-01  0.95965272      0.35816363      0.10804590      -1.1702421     -0.96963190E-01
   3.3299999      0.21034236      0.22153388      0.24684630E-01  0.95942503      0.35762864      0.10756103      -1.1674778     -0.96449092E-01
   3.3399999      0.20979764      0.22093199      0.24438255E-01  0.95918745      0.35708636      0.10707688      -1.1647136     -0.95934972E-01
   3.3499999      0.20925599      0.22029500      0.24194280E-01  0.95895755      0.35655615      0.10659423      -1.1619682     -0.95428169E-01
   3.3599999      0.20871617      0.21967970      0.23952691E-01  0.95871770      0.35601881      0.10611731      -1.1592234     -0.94921358E-01
   3.3699999      0.20817946      0.21906802      0.23713456E-01  0.95848548      0.35549331      0.10564175      -1.1564976     -0.94420888E-01
   3.3799999      0.20764454      0.21845865      0.23476550E-01  0.95824325      0.35496077      0.10517684      -1.1537713     -0.93920410E-01
   3.3899999      0.20711263      0.21785276      0.23241946E-01  0.95800877      0.35443994      0.10470822      -1.1510638     -0.93426436E-01
   3.3999999      0.20658252      0.21723020      0.23009622E-01  0.95776451      0.35391214      0.10424526      -1.1483568     -0.92932440E-01
   3.4099998      0.20605539      0.21663013      0.22779552E-01  0.95752776      0.35339588      0.10378590      -1.1456678     -0.92447035E-01
   3.4199998      0.20553000      0.21605122      0.22551706E-01  0.95728129      0.35287279      0.10332971      -1.1429788     -0.91961622E-01
   3.4299998      0.20500758      0.21543793      0.22326065E-01  0.95704252      0.35236102      0.10287701      -1.1403087     -0.91479808E-01
   3.4399998      0.20448685      0.21484573      0.22102600E-01  0.95679396      0.35184249      0.10242743      -1.1376387     -0.90997994E-01
   3.4499998      0.20396905      0.21425691      0.21881288E-01  0.95655310      0.35133517      0.10198370      -1.1349862     -0.90524182E-01
   3.4600000      0.20345290      0.21368887      0.21662099E-01  0.95630276      0.35082120      0.10153817      -1.1323339     -0.90050377E-01
   3.4700000      0.20293967      0.21308689      0.21445019E-01  0.95605993      0.35031828      0.10109837      -1.1296992     -0.89582846E-01
   3.4800000      0.20242809      0.21250570      0.21230018E-01  0.95580769      0.34980881      0.10065922      -1.1270653     -0.89115314E-01
   3.4900000      0.20191939      0.21192780      0.21017073E-01  0.95556289      0.34931022      0.10022814      -1.1244491     -0.88652164E-01
   3.5000000      0.20141229      0.21137038      0.20806158E-01  0.95530879      0.34880513      0.99797659E-01  -1.1218331     -0.88189013E-01
   3.5100000      0.20090801      0.21076101      0.20597249E-01  0.95506233      0.34831080      0.99365391E-01  -1.1192340     -0.87730981E-01
   3.5200000      0.20040534      0.21020886      0.20390322E-01  0.95480657      0.34781006      0.98945901E-01  -1.1166353     -0.87272942E-01
   3.5300000      0.19990544      0.20964153      0.20185355E-01  0.95455837      0.34731990      0.98524511E-01  -1.1140537     -0.86824663E-01
   3.5400000      0.19940710      0.20906712      0.19982323E-01  0.95430100      0.34682342      0.98106131E-01  -1.1114727     -0.86376384E-01
   3.5500000      0.19891155      0.20850500      0.19781204E-01  0.95405114      0.34633747      0.97690657E-01  -1.1089089     -0.85930854E-01
   3.5599999      0.19841751      0.20794486      0.19581975E-01  0.95379215      0.34584522      0.97278155E-01  -1.1063448     -0.85485324E-01
   3.5699999      0.19792621      0.20738783      0.19384610E-01  0.95354062      0.34536329      0.96868441E-01  -1.1037980     -0.85045487E-01
   3.5799999      0.19743644      0.20684180      0.19189084E-01  0.95328021      0.34487525      0.96464127E-01  -1.1012511     -0.84605664E-01
   3.5899999      0.19694935      0.20628078      0.18995380E-01  0.95302713      0.34439734      0.96060075E-01  -1.0987214     -0.84171094E-01
   3.5999999      0.19646373      0.20573072      0.18803470E-01  0.95276517      0.34391341      0.95656589E-01  -1.0961912     -0.83736509E-01
   3.6099999      0.19598080      0.20518370      0.18613333E-01  0.95251089      0.34343949      0.95260508E-01  -1.0936780     -0.83307929E-01
   3.6199999      0.19549936      0.20463857      0.18424949E-01  0.95224762      0.34295958      0.94862565E-01  -1.0911644     -0.82879342E-01
   3.6299999      0.19502050      0.20409642      0.18238289E-01  0.95199180      0.34248954      0.94471909E-01  -1.0886680     -0.82456082E-01
   3.6399999      0.19454308      0.20356497      0.18053336E-01  0.95172715      0.34201366      0.94079420E-01  -1.0861716     -0.82032815E-01
   3.6499999      0.19406827      0.20301878      0.17870065E-01  0.95147008      0.34154746      0.93698882E-01  -1.0836909     -0.81614837E-01
   3.6599998      0.19359492      0.20248333      0.17688451E-01  0.95120418      0.34107551      0.93306936E-01  -1.0812106     -0.81196852E-01
   3.6699998      0.19312412      0.20195074      0.17508479E-01  0.95094579      0.34061316      0.92926875E-01  -1.0787468     -0.80783948E-01
   3.6799998      0.19265470      0.20141996      0.17330119E-01  0.95067877      0.34014508      0.92544943E-01  -1.0762824     -0.80371052E-01
   3.6899998      0.19218780      0.20090076      0.17153354E-01  0.95041913      0.33968645      0.92170008E-01  -1.0738348     -0.79960935E-01
   3.6999998      0.19172232      0.20036593      0.16978161E-01  0.95015097      0.33922222      0.91797963E-01  -1.0713867     -0.79550825E-01
   3.7099998      0.19125932      0.19985133      0.16804516E-01  0.94989014      0.33876729      0.91423318E-01  -1.0689551     -0.79148322E-01
   3.7200000      0.19079770      0.19932979      0.16632397E-01  0.94962090      0.33830684      0.91056295E-01  -1.0665227     -0.78745820E-01
   3.7300000      0.19033855      0.19879380      0.16461786E-01  0.94935900      0.33785561      0.90686627E-01  -1.0641063     -0.78348160E-01
   3.7400000      0.18988074      0.19829403      0.16292661E-01  0.94908881      0.33739886      0.90322167E-01  -1.0616901     -0.77950507E-01
   3.7500000      0.18942538      0.19777976      0.16124999E-01  0.94882584      0.33695123      0.89962095E-01  -1.0592891     -0.77558845E-01
   3.7600000      0.18897134      0.19727576      0.15958777E-01  0.94855475      0.33649817      0.89602485E-01  -1.0568882     -0.77167176E-01
   3.7700000      0.18851972      0.19675742      0.15793975E-01  0.94829082      0.33605409      0.89244813E-01  -1.0545033     -0.76777667E-01
   3.7800000      0.18806942      0.19624929      0.15630577E-01  0.94801873      0.33560467      0.88889964E-01  -1.0521181     -0.76388150E-01
   3.7900000      0.18762147      0.19574383      0.15468556E-01  0.94775385      0.33516407      0.88536963E-01  -1.0497482     -0.76007642E-01
   3.8000000      0.18717483      0.19524847      0.15307891E-01  0.94748086      0.33471823      0.88186786E-01  -1.0473778     -0.75627133E-01
   3.8099999      0.18673053      0.19474733      0.15148565E-01  0.94721508      0.33428109      0.87840721E-01  -1.0450231     -0.75247586E-01
   3.8199999      0.18628752      0.19424780      0.14990555E-01  0.94694132      0.33383879      0.87495118E-01  -1.0426683     -0.74868038E-01
   3.8299999      0.18584682      0.19375089      0.14833842E-01  0.94667459      0.33340511      0.87153569E-01  -1.0403284     -0.74496947E-01
   3.8399999      0.18540739      0.19325560      0.14678404E-01  0.94639999      0.33296627      0.86810142E-01  -1.0379883     -0.74125841E-01
   3.8499999      0.18497026      0.19277124      0.14524223E-01  0.94613242      0.33253595      0.86470693E-01  -1.0356628     -0.73757194E-01
   3.8599999      0.18453437      0.19228010      0.14371279E-01  0.94585705      0.33210057      0.86134009E-01  -1.0333381     -0.73388554E-01
   3.8699999      0.18410075      0.19179153      0.14219549E-01  0.94558865      0.33167359      0.85801236E-01  -1.0310280     -0.73026717E-01
   3.8799999      0.18366835      0.19130450      0.14069018E-01  0.94531250      0.33124161      0.85466571E-01  -1.0287174     -0.72664864E-01
   3.8899999      0.18323816      0.19082826      0.13919664E-01  0.94504333      0.33081788      0.85140370E-01  -1.0264217     -0.72309181E-01
   3.8999999      0.18280922      0.19034530      0.13771468E-01  0.94476640      0.33038926      0.84809974E-01  -1.0241255     -0.71953513E-01
   3.9099998      0.18238249      0.18986481      0.13624412E-01  0.94449645      0.32996881      0.84485665E-01  -1.0218441     -0.71600236E-01
   3.9199998      0.18195696      0.18938586      0.13478475E-01  0.94421875      0.32954347      0.84159449E-01  -1.0195622     -0.71246959E-01
   3.9299998      0.18153360      0.18891752      0.13333641E-01  0.94394809      0.32912624      0.83836950E-01  -1.0172954     -0.70900269E-01
   3.9399998      0.18111143      0.18845066      0.13189891E-01  0.94366980      0.32870418      0.83524056E-01  -1.0150275     -0.70553578E-01
   3.9499998      0.18069142      0.18796992      0.13047206E-01  0.94339824      0.32829010      0.83203308E-01  -1.0127746     -0.70211962E-01
   3.9599998      0.18027253      0.18750690      0.12905570E-01  0.94311923      0.32787126      0.82889833E-01  -1.0105219     -0.69870345E-01
   3.9700000      0.17985584      0.18703818      0.12764960E-01  0.94284695      0.32746029      0.82573056E-01  -1.0082819     -0.69533959E-01
   3.9800000      0.17944026      0.18657897      0.12625365E-01  0.94256711      0.32704467      0.82258984E-01  -1.0060432     -0.69197565E-01
   3.9900000      0.17902683      0.18611407      0.12486765E-01  0.94229412      0.32663679      0.81950702E-01  -1.0038174     -0.68866648E-01
   4.0000000      0.17861450      0.18565059      0.12349145E-01  0.94201356      0.32622427      0.81640527E-01  -1.0015924     -0.68535723E-01
   4.0099998      0.17820428      0.18519747      0.12212490E-01  0.94173974      0.32581943      0.81336088E-01 -0.99938041     -0.68209074E-01
   4.0200000      0.17779517      0.18473773      0.12076775E-01  0.94145858      0.32541004      0.81032015E-01 -0.99716890     -0.67882419E-01
   4.0299997      0.17738815      0.18428831      0.11941994E-01  0.94118387      0.32500821      0.80733627E-01 -0.99497074     -0.67562275E-01
   4.0400000      0.17698218      0.18383223      0.11808123E-01  0.94090194      0.32460189      0.80431044E-01 -0.99277246     -0.67242138E-01
   4.0499997      0.17657830      0.18338643      0.11675157E-01  0.94062632      0.32420304      0.80131806E-01 -0.99058807     -0.66928826E-01
   4.0599999      0.17617548      0.18292612      0.11543065E-01  0.94034356      0.32379976      0.79837471E-01 -0.98840368     -0.66615522E-01
   4.0699997      0.17577471      0.18249181      0.11411850E-01  0.94006699      0.32340381      0.79539604E-01 -0.98623204     -0.66306762E-01
   4.0799999      0.17537498      0.18204299      0.11281485E-01  0.93978345      0.32300350      0.79246633E-01 -0.98406100     -0.65997995E-01
   4.0899997      0.17497727      0.18160431      0.11151966E-01  0.93950599      0.32261050      0.78961402E-01 -0.98190284     -0.65694205E-01
   4.0999999      0.17458062      0.18115908      0.11023266E-01  0.93922150      0.32221314      0.78669742E-01 -0.97974467     -0.65390415E-01
   4.1100001      0.17418593      0.18071604      0.10895382E-01  0.93894303      0.32182300      0.78381248E-01 -0.97759944     -0.65093964E-01
   4.1199999      0.17379229      0.18028213      0.10768302E-01  0.93865746      0.32142854      0.78093119E-01 -0.97545469     -0.64797521E-01
   4.1300001      0.17340061      0.17984261      0.10642005E-01  0.93837798      0.32104126      0.77810340E-01 -0.97332245     -0.64504974E-01
   4.1399999      0.17300998      0.17941214      0.10516490E-01  0.93809140      0.32064965      0.77532388E-01 -0.97119027     -0.64212427E-01
   4.1500001      0.17262125      0.17897606      0.10391734E-01  0.93781078      0.32026514      0.77248521E-01 -0.96907163     -0.63927792E-01
   4.1599998      0.17223357      0.17854898      0.10267735E-01  0.93752319      0.31987643      0.76967254E-01 -0.96695185     -0.63643157E-01
   4.1700001      0.17184779      0.17812401      0.10144473E-01  0.93724126      0.31949469      0.76691218E-01 -0.96484572     -0.63362300E-01
   4.1799998      0.17146301      0.17770024      0.10021948E-01  0.93695241      0.31910878      0.76417744E-01 -0.96273905     -0.63081443E-01
   4.1900001      0.17108014      0.17727858      0.99001387E-02  0.93666917      0.31872976      0.76147214E-01 -0.96064502     -0.62806897E-01
   4.1999998      0.17069824      0.17684282      0.97790472E-02  0.93637913      0.31834662      0.75870335E-01 -0.95855153     -0.62532350E-01
   4.2100000      0.17031823      0.17642446      0.96586514E-02  0.93609440      0.31797028      0.75598590E-01 -0.95646954     -0.62265392E-01
   4.2199998      0.16993919      0.17599967      0.95389569E-02  0.93580294      0.31758991      0.75329401E-01 -0.95438862     -0.61998434E-01
   4.2300000      0.16956201      0.17558455      0.94199395E-02  0.93551672      0.31721625      0.75065278E-01 -0.95231926     -0.61737530E-01
   4.2399998      0.16918580      0.17516305      0.93016066E-02  0.93522376      0.31683856      0.74797034E-01 -0.95024997     -0.61476626E-01
   4.2500000      0.16881143      0.17475870      0.91839405E-02  0.93493593      0.31646752      0.74531607E-01 -0.94819325     -0.61221387E-01
   4.2599998      0.16843799      0.17434040      0.90669421E-02  0.93464148      0.31609252      0.74268706E-01 -0.94613653     -0.60966149E-01
   4.2700000      0.16806638      0.17393161      0.89505948E-02  0.93435192      0.31572413      0.74008577E-01 -0.94409257     -0.60716193E-01
   4.2799997      0.16769572      0.17351651      0.88349041E-02  0.93405569      0.31535175      0.73748738E-01 -0.94204748     -0.60466230E-01
   4.2900000      0.16732684      0.17311089      0.87198531E-02  0.93376422      0.31498593      0.73491633E-01 -0.94001514     -0.60222469E-01
   4.2999997      0.16695890      0.17270638      0.86054495E-02  0.93346620      0.31461617      0.73232614E-01 -0.93798280     -0.59978701E-01
   4.3099999      0.16659275      0.17229639      0.84916772E-02  0.93317276      0.31425288      0.72978482E-01 -0.93596256     -0.59741467E-01
   4.3199997      0.16622749      0.17190240      0.83785420E-02  0.93287277      0.31388575      0.72724648E-01 -0.93394232     -0.59504233E-01
   4.3299999      0.16586401      0.17149548      0.82660308E-02  0.93257719      0.31352493      0.72473437E-01 -0.93193358     -0.59272192E-01
   4.3399997      0.16550143      0.17109710      0.81541492E-02  0.93227512      0.31316036      0.72222531E-01 -0.92992496     -0.59040159E-01
   4.3499999      0.16514058      0.17070059      0.80428869E-02  0.93197727      0.31280202      0.71974188E-01 -0.92792845     -0.58816332E-01
   4.3600001      0.16478063      0.17030519      0.79322448E-02  0.93167299      0.31243998      0.71723953E-01 -0.92593139     -0.58592506E-01
   4.3699999      0.16442244      0.16990434      0.78222295E-02  0.93137270      0.31208411      0.71478471E-01 -0.92394638     -0.58373064E-01
   4.3800001      0.16406506      0.16951187      0.77128261E-02  0.93106604      0.31172457      0.71231082E-01 -0.92196143     -0.58153629E-01
   4.3899999      0.16370946      0.16911402      0.76040458E-02  0.93076324      0.31137112      0.70984028E-01 -0.91998792     -0.57940610E-01
   4.4000001      0.16335469      0.16872454      0.74958773E-02  0.93045413      0.31101406      0.70745967E-01 -0.91801506     -0.57727594E-01
   4.4099998      0.16300166      0.16833691      0.73883329E-02  0.93014866      0.31066301      0.70506014E-01 -0.91605300     -0.57519663E-01
   4.4200001      0.16264942      0.16795030      0.72814026E-02  0.92983687      0.31030837      0.70266321E-01 -0.91409099     -0.57311736E-01
   4.4299998      0.16229892      0.16757280      0.71750968E-02  0.92952853      0.30995971      0.70031248E-01 -0.91214043     -0.57109170E-01
   4.4400001      0.16194923      0.16717456      0.70694080E-02  0.92921388      0.30960751      0.69787763E-01 -0.91019034     -0.56906603E-01
   4.4499998      0.16160120      0.16679987      0.69643473E-02  0.92890257      0.30926117      0.69555342E-01 -0.90825117     -0.56711540E-01
   4.4600000      0.16125402      0.16641894      0.68599093E-02  0.92858511      0.30891135      0.69323175E-01 -0.90631247     -0.56516483E-01
   4.4699998      0.16090849      0.16603266      0.67561031E-02  0.92827070      0.30856735      0.69089048E-01 -0.90438443     -0.56325313E-01
   4.4800000      0.16056377      0.16566171      0.66529266E-02  0.92795014      0.30821985      0.68857320E-01 -0.90245652     -0.56134146E-01
   4.4899998      0.16022070      0.16527821      0.65503898E-02  0.92763251      0.30787814      0.68627931E-01 -0.90054029     -0.55948600E-01
   4.5000000      0.15987842      0.16490999      0.64484896E-02  0.92730874      0.30753300      0.68396635E-01 -0.89862406     -0.55763062E-01
   4.5099998      0.15953778      0.16453640      0.63472390E-02  0.92698765      0.30719355      0.68169780E-01 -0.89671844     -0.55582341E-01
   4.5200000      0.15919790      0.16416375      0.62466329E-02  0.92666060      0.30685073      0.67943178E-01 -0.89481330     -0.55401620E-01
   4.5299997      0.15885967      0.16378577      0.61466866E-02  0.92633599      0.30651358      0.67718826E-01 -0.89291924     -0.55225771E-01
   4.5400000      0.15852219      0.16341585      0.60473955E-02  0.92600536      0.30617303      0.67494713E-01 -0.89102513     -0.55049922E-01
   4.5499997      0.15818633      0.16304767      0.59487768E-02  0.92567712      0.30583805      0.67272820E-01 -0.88914144     -0.54879509E-01
   4.5599999      0.15785123      0.16268745      0.58508250E-02  0.92534298      0.30549976      0.67049026E-01 -0.88725829     -0.54709096E-01
   4.5699997      0.15751773      0.16232191      0.57535567E-02  0.92501086      0.30516696      0.66829547E-01 -0.88538587     -0.54542158E-01
   4.5799999      0.15718496      0.16195026      0.56569697E-02  0.92467278      0.30483091      0.66608176E-01 -0.88351351     -0.54375224E-01
   4.5899997      0.15685378      0.16159436      0.55610803E-02  0.92433697      0.30450028      0.66393219E-01 -0.88165236     -0.54212797E-01
   4.5999999      0.15652333      0.16123232      0.54658861E-02  0.92399520      0.30416644      0.66176370E-01 -0.87979060     -0.54050375E-01
   4.6100001      0.15619443      0.16087198      0.53713988E-02  0.92365533      0.30383798      0.65961629E-01 -0.87794006     -0.53891730E-01
   4.6199999      0.15586631      0.16051258      0.52776309E-02  0.92330956      0.30350631      0.65744996E-01 -0.87608951     -0.53733081E-01
   4.6300001      0.15553969      0.16015480      0.51845824E-02  0.92296571      0.30317998      0.65532573E-01 -0.87424988     -0.53578448E-01
   4.6399999      0.15521383      0.15979794      0.50922679E-02  0.92261583      0.30285046      0.65322496E-01 -0.87240976     -0.53423814E-01
   4.6500001      0.15488946      0.15944269      0.50006886E-02  0.92226779      0.30252624      0.65110229E-01 -0.87058043     -0.53271323E-01
   4.6599998      0.15456586      0.15909526      0.49098604E-02  0.92191386      0.30219886      0.64898200E-01 -0.86875117     -0.53118840E-01
   4.6700001      0.15424374      0.15874943      0.48197843E-02  0.92156160      0.30187672      0.64692408E-01 -0.86693257     -0.52970450E-01
   4.6799998      0.15392233      0.15839067      0.47304765E-02  0.92120349      0.30155143      0.64482622E-01 -0.86511397     -0.52822057E-01
   4.6900001      0.15360242      0.15804043      0.46419376E-02  0.92084700      0.30123135      0.64276934E-01 -0.86330640     -0.52675601E-01
   4.6999998      0.15328322      0.15769105      0.45541828E-02  0.92048460      0.30090815      0.64071462E-01 -0.86149842     -0.52529145E-01
   4.7100000      0.15296552      0.15735692      0.44672149E-02  0.92012382      0.30059010      0.63870050E-01 -0.85970080     -0.52384906E-01
   4.7199998      0.15264849      0.15699632      0.43810490E-02  0.91975707      0.30026901      0.63662559E-01 -0.85790312     -0.52240662E-01
   4.7300000      0.15233293      0.15665779      0.42956867E-02  0.91939199      0.29995295      0.63463293E-01 -0.85611635     -0.52099004E-01
   4.7399998      0.15201809      0.15632004      0.42111450E-02  0.91902095      0.29963392      0.63262157E-01 -0.85432899     -0.51957343E-01
   4.7500000      0.15170467      0.15597707      0.41274233E-02  0.91865140      0.29931986      0.63060805E-01 -0.85255235     -0.51817663E-01
   4.7599998      0.15139195      0.15564169      0.40445384E-02  0.91827613      0.29900280      0.62863857E-01 -0.85077566     -0.51677983E-01
   4.7700000      0.15108067      0.15530109      0.39624916E-02  0.91790229      0.29869074      0.62666692E-01 -0.84900951     -0.51539529E-01
   4.7799997      0.15077004      0.15496129      0.38812985E-02  0.91752261      0.29837570      0.62467646E-01 -0.84724337     -0.51401075E-01
   4.7900000      0.15046088      0.15462306      0.38009584E-02  0.91714442      0.29806557      0.62272537E-01 -0.84548700     -0.51263366E-01
   4.7999997      0.15015236      0.15428561      0.37214896E-02  0.91676039      0.29775250      0.62077634E-01 -0.84373063     -0.51125653E-01
   4.8099999      0.14984526      0.15396309      0.36428901E-02  0.91637790      0.29744434      0.61886635E-01 -0.84198517     -0.50988209E-01
   4.8199997      0.14953882      0.15362126      0.35651764E-02  0.91598970      0.29713324      0.61691664E-01 -0.84023905     -0.50850771E-01
   4.8299999      0.14923377      0.15328766      0.34883486E-02  0.91560304      0.29682696      0.61498493E-01 -0.83850354     -0.50714888E-01
   4.8399997      0.14892939      0.15296148      0.34124202E-02  0.91521049      0.29651782      0.61307613E-01 -0.83676809     -0.50579008E-01
   4.8499999      0.14862637      0.15263012      0.33373921E-02  0.91481954      0.29621342      0.61118480E-01 -0.83504254     -0.50442673E-01
   4.8599997      0.14832401      0.15231280      0.32632784E-02  0.91442293      0.29590619      0.60931627E-01 -0.83331698     -0.50306335E-01
   4.8699999      0.14802302      0.15197046      0.31900783E-02  0.91402781      0.29560363      0.60742356E-01 -0.83160126     -0.50169613E-01
   4.8800001      0.14772268      0.15164874      0.31178016E-02  0.91362703      0.29529831      0.60555361E-01 -0.82988554     -0.50032895E-01
   4.8899999      0.14742368      0.15132847      0.30464572E-02  0.91322786      0.29499763      0.60370084E-01 -0.82818061     -0.49895868E-01
   4.9000001      0.14712533      0.15100236      0.29760448E-02  0.91282320      0.29469422      0.60185004E-01 -0.82647508     -0.49758852E-01
   4.9099998      0.14682834      0.15067771      0.29065765E-02  0.91242015      0.29439536      0.60001608E-01 -0.82477915     -0.49621537E-01
   4.9200001      0.14653195      0.15036033      0.28380498E-02  0.91201156      0.29409376      0.59816331E-01 -0.82308370     -0.49484227E-01
   4.9299998      0.14623691      0.15003787      0.27704770E-02  0.91160470      0.29379675      0.59634801E-01 -0.82139832     -0.49345180E-01
   4.9400001      0.14594248      0.14972265      0.27038553E-02  0.91119236      0.29349703      0.59453450E-01 -0.81971234     -0.49206141E-01
   4.9499998      0.14564939      0.14940885      0.26381956E-02  0.91078186      0.29320177      0.59273738E-01 -0.81803674     -0.49066216E-01
   4.9600000      0.14535688      0.14908925      0.25734948E-02  0.91036582      0.29290387      0.59092164E-01 -0.81636059     -0.48926294E-01
   4.9699998      0.14506572      0.14877108      0.25097625E-02  0.90995187      0.29261041      0.58916308E-01 -0.81469476     -0.48785470E-01
   4.9800000      0.14477514      0.14846009      0.24469956E-02  0.90953243      0.29231432      0.58738589E-01 -0.81302893     -0.48644643E-01
   4.9899998      0.14448588      0.14814404      0.23852021E-02  0.90911514      0.29202262      0.58560412E-01 -0.81137276     -0.48501827E-01
   5.0000000      0.14419718      0.14783511      0.23243784E-02  0.90869230      0.29172832      0.58384471E-01 -0.80971652     -0.48359010E-01
   5.0099998      0.14390981      0.14752115      0.22645316E-02  0.90827191      0.29143834      0.58210094E-01 -0.80806988     -0.48214480E-01
   5.0200000      0.14362301      0.14721431      0.22056573E-02  0.90784609      0.29114580      0.58035903E-01 -0.80642331     -0.48069943E-01
   5.0299997      0.14333750      0.14690883      0.21477623E-02  0.90742266      0.29085758      0.57861231E-01 -0.80478615     -0.47923662E-01
   5.0400000      0.14305256      0.14659761      0.20908411E-02  0.90699387      0.29056680      0.57688765E-01 -0.80314893     -0.47777385E-01
   5.0499997      0.14276892      0.14630057      0.20348986E-02  0.90656769      0.29028028      0.57523925E-01 -0.80152178     -0.47628827E-01
   5.0599999      0.14248581      0.14599137      0.19799294E-02  0.90613616      0.28999123      0.57349097E-01 -0.79989398     -0.47480274E-01
   5.0699997      0.14220400      0.14568357      0.19259375E-02  0.90570748      0.28970641      0.57177816E-01 -0.79827613     -0.47329441E-01
   5.0799999      0.14192273      0.14538276      0.18729165E-02  0.90527332      0.28941908      0.57010762E-01 -0.79665828     -0.47178615E-01
   5.0899997      0.14164275      0.14508332      0.18208694E-02  0.90484232      0.28913593      0.56843169E-01 -0.79504973     -0.47026008E-01
   5.0999999      0.14136328      0.14477815      0.17697893E-02  0.90440589      0.28885028      0.56673717E-01 -0.79344118     -0.46873398E-01
   5.1099997      0.14108507      0.14448068      0.17196782E-02  0.90397274      0.28856879      0.56507763E-01 -0.79184180     -0.46717606E-01
   5.1199999      0.14080739      0.14417750      0.16705277E-02  0.90353429      0.28828484      0.56341968E-01 -0.79024303     -0.46561815E-01
   5.1300001      0.14053099      0.14388826      0.16223369E-02  0.90309936      0.28800499      0.56177620E-01 -0.78865290     -0.46404235E-01
   5.1399999      0.14025511      0.14359333      0.15751043E-02  0.90265900      0.28772268      0.56013439E-01 -0.78706330     -0.46246663E-01
   5.1500001      0.13998044      0.14329343      0.15288208E-02  0.90222234      0.28744450      0.55850692E-01 -0.78548241     -0.46086691E-01
   5.1599998      0.13970633      0.14299418      0.14834857E-02  0.90178043      0.28716385      0.55686090E-01 -0.78390205     -0.45926724E-01
   5.1700001      0.13943341      0.14270246      0.14390897E-02  0.90134233      0.28688726      0.55526920E-01 -0.78233081     -0.45764063E-01
   5.1799998      0.13916104      0.14241137      0.13956309E-02  0.90089899      0.28660825      0.55363897E-01 -0.78075904     -0.45601394E-01
   5.1900001      0.13888986      0.14211532      0.13530996E-02  0.90045983      0.28633326      0.55204265E-01 -0.77919698     -0.45436576E-01
   5.1999998      0.13861921      0.14182612      0.13114932E-02  0.90001535      0.28605586      0.55042788E-01 -0.77763444     -0.45271751E-01
   5.2100000      0.13834976      0.14153817      0.12708008E-02  0.89957523      0.28578246      0.54886695E-01 -0.77608150     -0.45104340E-01
   5.2199998      0.13808082      0.14125702      0.12310194E-02  0.89912993      0.28550664      0.54728743E-01 -0.77452815     -0.44936936E-01
   5.2300000      0.13781306      0.14097090      0.11921371E-02  0.89868915      0.28523481      0.54572154E-01 -0.77298391     -0.44767585E-01
   5.2399998      0.13754582      0.14067923      0.11541500E-02  0.89824313      0.28496060      0.54415718E-01 -0.77143973     -0.44598233E-01
   5.2500000      0.13727976      0.14039496      0.11170463E-02  0.89780188      0.28469032      0.54258619E-01 -0.76990414     -0.44426490E-01
   5.2599998      0.13701420      0.14011127      0.10808208E-02  0.89735544      0.28441766      0.54105654E-01 -0.76836914     -0.44254750E-01
   5.2700000      0.13674980      0.13982268      0.10454612E-02  0.89691401      0.28414890      0.53950030E-01 -0.76684284     -0.44081457E-01
   5.2799997      0.13648590      0.13954081      0.10109614E-02  0.89646739      0.28387782      0.53796548E-01 -0.76531607     -0.43908156E-01
   5.2900000      0.13622318      0.13926019      0.97730872E-03  0.89602596      0.28361058      0.53648334E-01 -0.76379853     -0.43732777E-01
   5.2999997      0.13596094      0.13898621      0.94449683E-03  0.89557946      0.28334108      0.53490341E-01 -0.76228094     -0.43557391E-01
   5.3099999      0.13569982      0.13870123      0.91251201E-03  0.89513826      0.28307533      0.53341568E-01 -0.76077169     -0.43379914E-01
