#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   19.469999      0.25822245E-01  0.25861185E-01   0.0000000      0.56554663      0.14778975      0.75911577E-02 -0.36448281E-01 -0.16842935E-02
   19.480000      0.25802407E-01  0.25841337E-01   0.0000000      0.56540179      0.14775175      0.75850505E-02 -0.36283769E-01 -0.16817700E-02
   19.490000      0.25782611E-01  0.25820317E-01   0.0000000      0.56525749      0.14771390      0.75792167E-02 -0.36119789E-01 -0.16792569E-02
   19.500000      0.25762824E-01  0.25801735E-01   0.0000000      0.56511283      0.14767595      0.75733839E-02 -0.35955813E-01 -0.16767437E-02
   19.510000      0.25743080E-01  0.25781982E-01   0.0000000      0.56496871      0.14763814      0.75678239E-02 -0.35792377E-01 -0.16742378E-02
   19.520000      0.25723342E-01  0.25762232E-01   0.0000000      0.56482428      0.14760026      0.75617475E-02 -0.35628933E-01 -0.16717317E-02
   19.529999      0.25703648E-01  0.25743742E-01   0.0000000      0.56468028      0.14756252      0.75562014E-02 -0.35465498E-01 -0.16692377E-02
   19.539999      0.25683964E-01  0.25721621E-01   0.0000000      0.56453604      0.14752471      0.75501418E-02 -0.35302065E-01 -0.16667437E-02
   19.549999      0.25664313E-01  0.25703173E-01   0.0000000      0.56439227      0.14748703      0.75446106E-02 -0.35139170E-01 -0.16642552E-02
   19.559999      0.25644673E-01  0.25683524E-01   0.0000000      0.56424820      0.14744925      0.75385640E-02 -0.34976270E-01 -0.16617669E-02
   19.570000      0.25625076E-01  0.25662703E-01   0.0000000      0.56410468      0.14741164      0.75327898E-02 -0.34813911E-01 -0.16592895E-02
   19.580000      0.25605483E-01  0.25644314E-01   0.0000000      0.56396085      0.14737393      0.75270166E-02 -0.34651022E-01 -0.16568120E-02
   19.590000      0.25585935E-01  0.25624754E-01   0.0000000      0.56381750      0.14733636      0.75215152E-02 -0.34489207E-01 -0.16543447E-02
   19.600000      0.25566394E-01  0.25603993E-01   0.0000000      0.56367385      0.14729872      0.75154984E-02 -0.34326848E-01 -0.16518773E-02
   19.609999      0.25546895E-01  0.25584485E-01   0.0000000      0.56353068      0.14726120      0.75097536E-02 -0.34165032E-01 -0.16494169E-02
   19.619999      0.25527397E-01  0.25567399E-01   0.0000000      0.56338727      0.14722361      0.75042676E-02 -0.34002680E-01 -0.16469565E-02
   19.629999      0.25507947E-01  0.25545517E-01   0.0000000      0.56324428      0.14718615      0.74985363E-02 -0.33841405E-01 -0.16445051E-02
   19.639999      0.25488501E-01  0.25527271E-01   0.0000000      0.56310105      0.14714861      0.74930652E-02 -0.33679590E-01 -0.16420535E-02
   19.650000      0.25469096E-01  0.25506645E-01   0.0000000      0.56295830      0.14711122      0.74868342E-02 -0.33518318E-01 -0.16396124E-02
   19.660000      0.25449699E-01  0.25487237E-01   0.0000000      0.56281525      0.14707375      0.74811196E-02 -0.33357043E-01 -0.16371711E-02
   19.670000      0.25430342E-01  0.25467874E-01   0.0000000      0.56267267      0.14703642      0.74756760E-02 -0.33196311E-01 -0.16347389E-02
   19.680000      0.25410989E-01  0.25447905E-01   0.0000000      0.56252986      0.14699900      0.74697188E-02 -0.33035036E-01 -0.16323068E-02
   19.689999      0.25391685E-01  0.25429197E-01   0.0000000      0.56238753      0.14696170      0.74640317E-02 -0.32874845E-01 -0.16298839E-02
   19.699999      0.25372382E-01  0.25409885E-01   0.0000000      0.56224483      0.14692435      0.74586035E-02 -0.32714114E-01 -0.16274607E-02
   19.709999      0.25353121E-01  0.25390010E-01   0.0000000      0.56210274      0.14688712      0.74526737E-02 -0.32553915E-01 -0.16250450E-02
   19.719999      0.25333866E-01  0.25370745E-01   0.0000000      0.56196022      0.14684983      0.74470029E-02 -0.32393184E-01 -0.16226291E-02
   19.730000      0.25314655E-01  0.25353337E-01   0.0000000      0.56181824      0.14681265      0.74416017E-02 -0.32233533E-01 -0.16202225E-02
   19.740000      0.25295448E-01  0.25332306E-01   0.0000000      0.56167597      0.14677539      0.74359444E-02 -0.32073341E-01 -0.16178157E-02
   19.750000      0.25276283E-01  0.25313133E-01   0.0000000      0.56153423      0.14673829      0.74300440E-02 -0.31913687E-01 -0.16154182E-02
   19.760000      0.25257122E-01  0.25293963E-01   0.0000000      0.56139219      0.14670110      0.74244016E-02 -0.31754576E-01 -0.16130208E-02
   19.770000      0.25238005E-01  0.25274837E-01   0.0000000      0.56125063      0.14666405      0.74187722E-02 -0.31594925E-01 -0.16106311E-02
   19.779999      0.25218895E-01  0.25255717E-01   0.0000000      0.56110877      0.14662690      0.74134013E-02 -0.31435810E-01 -0.16082416E-02
   19.789999      0.25199825E-01  0.25236035E-01   0.0000000      0.56096739      0.14658991      0.74075288E-02 -0.31276703E-01 -0.16058624E-02
   19.799999      0.25180757E-01  0.25218163E-01   0.0000000      0.56082565      0.14655282      0.74021709E-02 -0.31117590E-01 -0.16034835E-02
   19.809999      0.25161732E-01  0.25197925E-01   0.0000000      0.56068450      0.14651588      0.73963129E-02 -0.30959018E-01 -0.16011109E-02
   19.820000      0.25142714E-01  0.25180101E-01   0.0000000      0.56054294      0.14647886      0.73909708E-02 -0.30800449E-01 -0.15987381E-02
   19.830000      0.25123738E-01  0.25159910E-01   0.0000000      0.56040198      0.14644197      0.73851268E-02 -0.30641880E-01 -0.15963765E-02
   19.840000      0.25104765E-01  0.25140930E-01   0.0000000      0.56026065      0.14640500      0.73795402E-02 -0.30483847E-01 -0.15940148E-02
   19.850000      0.25085837E-01  0.25121991E-01   0.0000000      0.56011993      0.14636818      0.73739681E-02 -0.30325817E-01 -0.15916604E-02
   19.859999      0.25066912E-01  0.25103057E-01   0.0000000      0.55997884      0.14633125      0.73683965E-02 -0.30167786E-01 -0.15893059E-02
   19.869999      0.25048029E-01  0.25084164E-01   0.0000000      0.55983824      0.14629449      0.73630945E-02 -0.30009760E-01 -0.15869599E-02
   19.879999      0.25029149E-01  0.25065275E-01   0.0000000      0.55969727      0.14625764      0.73572807E-02 -0.29852265E-01 -0.15846140E-02
   19.889999      0.25010312E-01  0.25047634E-01   0.0000000      0.55955690      0.14622091      0.73519913E-02 -0.29694781E-01 -0.15822775E-02
   19.900000      0.24991477E-01  0.25027586E-01   0.0000000      0.55941617      0.14618410      0.73461910E-02 -0.29537290E-01 -0.15799408E-02
   19.910000      0.24972688E-01  0.25009390E-01   0.0000000      0.55927598      0.14614743      0.73411711E-02 -0.29380340E-01 -0.15776114E-02
   19.920000      0.24953902E-01  0.24989994E-01   0.0000000      0.55913544      0.14611070      0.73351301E-02 -0.29222855E-01 -0.15752818E-02
   19.930000      0.24935158E-01  0.24971239E-01   0.0000000      0.55899549      0.14607410      0.73296134E-02 -0.29066445E-01 -0.15729622E-02
   19.939999      0.24916418E-01  0.24951892E-01   0.0000000      0.55885518      0.14603740      0.73240977E-02 -0.28909497E-01 -0.15706422E-02
   19.949999      0.24897721E-01  0.24931982E-01   0.0000000      0.55871534      0.14600083      0.73185940E-02 -0.28753089E-01 -0.15683296E-02
   19.959999      0.24879025E-01  0.24914481E-01   0.0000000      0.55857521      0.14596422      0.73130932E-02 -0.28596679E-01 -0.15660173E-02
   19.969999      0.24860371E-01  0.24895817E-01   0.0000000      0.55843562      0.14592771      0.73076030E-02 -0.28440811E-01 -0.15637134E-02
   19.980000      0.24841724E-01  0.24877159E-01   0.0000000      0.55829567      0.14589113      0.73021143E-02 -0.28284406E-01 -0.15614096E-02
   19.990000      0.24823116E-01  0.24858544E-01   0.0000000      0.55815625      0.14585468      0.72968937E-02 -0.28128538E-01 -0.15591142E-02
   20.000000      0.24804512E-01  0.24839930E-01   0.0000000      0.55801648      0.14581814      0.72911629E-02 -0.27972672E-01 -0.15568190E-02
   20.010000      0.24785949E-01  0.24821360E-01   0.0000000      0.55787730      0.14578176      0.72857002E-02 -0.27817342E-01 -0.15545328E-02
   20.020000      0.24767391E-01  0.24802191E-01   0.0000000      0.55773771      0.14574529      0.72802398E-02 -0.27661476E-01 -0.15522465E-02
   20.029999      0.24748877E-01  0.24784269E-01   0.0000000      0.55759865      0.14570896      0.72750472E-02 -0.27506689E-01 -0.15499679E-02
   20.039999      0.24730366E-01  0.24765149E-01   0.0000000      0.55745929      0.14567254      0.72693443E-02 -0.27351363E-01 -0.15476892E-02
   20.049999      0.24711894E-01  0.24747267E-01   0.0000000      0.55732048      0.14563626      0.72639091E-02 -0.27196577E-01 -0.15454184E-02
   20.059999      0.24693426E-01  0.24727594E-01   0.0000000      0.55718130      0.14559990      0.72582206E-02 -0.27041253E-01 -0.15431476E-02
   20.070000      0.24675000E-01  0.24710357E-01   0.0000000      0.55704266      0.14556368      0.72530545E-02 -0.26887003E-01 -0.15408852E-02
   20.080000      0.24656577E-01  0.24691327E-01   0.0000000      0.55690366      0.14552736      0.72476338E-02 -0.26732219E-01 -0.15386228E-02
   20.090000      0.24638195E-01  0.24672937E-01   0.0000000      0.55676520      0.14549120      0.72422260E-02 -0.26577974E-01 -0.15363694E-02
   20.100000      0.24619818E-01  0.24654549E-01   0.0000000      0.55662644      0.14545493      0.72368183E-02 -0.26423726E-01 -0.15341161E-02
   20.109999      0.24601484E-01  0.24637403E-01   0.0000000      0.55648816      0.14541882      0.72316797E-02 -0.26269484E-01 -0.15318695E-02
   20.119999      0.24583152E-01  0.24617866E-01   0.0000000      0.55634958      0.14538263      0.72262865E-02 -0.26115777E-01 -0.15296229E-02
   20.129999      0.24564859E-01  0.24599563E-01   0.0000000      0.55621147      0.14534657      0.72206506E-02 -0.25962073E-01 -0.15273858E-02
   20.139999      0.24546573E-01  0.24581270E-01   0.0000000      0.55607313      0.14531042      0.72152703E-02 -0.25808366E-01 -0.15251486E-02
   20.150000      0.24528325E-01  0.24563013E-01   0.0000000      0.55593520      0.14527440      0.72099022E-02 -0.25655201E-01 -0.15229185E-02
   20.160000      0.24510080E-01  0.24544163E-01   0.0000000      0.55579704      0.14523830      0.72047892E-02 -0.25501499E-01 -0.15206882E-02
   20.170000      0.24491878E-01  0.24526550E-01   0.0000000      0.55565935      0.14520235      0.71991808E-02 -0.25348872E-01 -0.15184670E-02
   20.180000      0.24473676E-01  0.24508936E-01   0.0000000      0.55552131      0.14516632      0.71940827E-02 -0.25195708E-01 -0.15162457E-02
   20.189999      0.24455521E-01  0.24489578E-01   0.0000000      0.55538380      0.14513041      0.71884869E-02 -0.25043085E-01 -0.15140318E-02
   20.199999      0.24437368E-01  0.24473209E-01   0.0000000      0.55524600      0.14509442      0.71836556E-02 -0.24889922E-01 -0.15118177E-02
   20.209999      0.24419254E-01  0.24453294E-01   0.0000000      0.55510873      0.14505859      0.71778195E-02 -0.24737837E-01 -0.15096121E-02
   20.219999      0.24401141E-01  0.24435172E-01   0.0000000      0.55497104      0.14502265      0.71724923E-02 -0.24585214E-01 -0.15074064E-02
   20.230000      0.24383072E-01  0.24417095E-01   0.0000000      0.55483389      0.14498685      0.71671773E-02 -0.24433130E-01 -0.15052079E-02
   20.240000      0.24365004E-01  0.24399018E-01   0.0000000      0.55469650      0.14495099      0.71618641E-02 -0.24281045E-01 -0.15030093E-02
   20.250000      0.24346977E-01  0.24380984E-01   0.0000000      0.55455953      0.14491522      0.71568149E-02 -0.24128964E-01 -0.15008200E-02
   20.260000      0.24328953E-01  0.24362355E-01   0.0000000      0.55442232      0.14487939      0.71512600E-02 -0.23977419E-01 -0.14986307E-02
   20.270000      0.24310973E-01  0.24344366E-01   0.0000000      0.55428559      0.14484371      0.71459720E-02 -0.23825876E-01 -0.14964483E-02
   20.279999      0.24292994E-01  0.24326378E-01   0.0000000      0.55414850      0.14480795      0.71406853E-02 -0.23674333E-01 -0.14942660E-02
   20.289999      0.24275055E-01  0.24308432E-01   0.0000000      0.55401194      0.14477231      0.71356632E-02 -0.23522792E-01 -0.14920919E-02
   20.299999      0.24257120E-01  0.24290487E-01   0.0000000      0.55387509      0.14473659      0.71301349E-02 -0.23371790E-01 -0.14899177E-02
   20.309999      0.24239223E-01  0.24273774E-01   0.0000000      0.55373871      0.14470099      0.71251253E-02 -0.23220789E-01 -0.14877511E-02
   20.320000      0.24221331E-01  0.24254683E-01   0.0000000      0.55360210      0.14466533      0.71196104E-02 -0.23069784E-01 -0.14855847E-02
   20.330000      0.24203476E-01  0.24236821E-01   0.0000000      0.55346590      0.14462979      0.71143606E-02 -0.22918785E-01 -0.14834260E-02
   20.340000      0.24185628E-01  0.24218963E-01   0.0000000      0.55332941      0.14459419      0.71091126E-02 -0.22768322E-01 -0.14812669E-02
   20.350000      0.24167819E-01  0.24201145E-01   0.0000000      0.55319345      0.14455870      0.71038748E-02 -0.22617860E-01 -0.14791170E-02
   20.359999      0.24150016E-01  0.24183335E-01   0.0000000      0.55305713      0.14452314      0.70986398E-02 -0.22467401E-01 -0.14769668E-02
   20.369999      0.24132248E-01  0.24165560E-01   0.0000000      0.55292141      0.14448771      0.70934156E-02 -0.22317478E-01 -0.14748238E-02
   20.379999      0.24114484E-01  0.24148380E-01   0.0000000      0.55278528      0.14445221      0.70886989E-02 -0.22167556E-01 -0.14726806E-02
   20.389999      0.24096759E-01  0.24129460E-01   0.0000000      0.55264962      0.14441682      0.70829811E-02 -0.22017637E-01 -0.14705452E-02
   20.400000      0.24079042E-01  0.24112327E-01   0.0000000      0.55251372      0.14438137      0.70777712E-02 -0.21867715E-01 -0.14684098E-02
   20.410000      0.24061359E-01  0.24094637E-01   0.0000000      0.55237830      0.14434604      0.70725721E-02 -0.21718336E-01 -0.14662818E-02
   20.420000      0.24043681E-01  0.24076357E-01   0.0000000      0.55224264      0.14431064      0.70673754E-02 -0.21568954E-01 -0.14641539E-02
   20.430000      0.24026044E-01  0.24058713E-01   0.0000000      0.55210733      0.14427537      0.70624421E-02 -0.21419574E-01 -0.14620343E-02
   20.439999      0.24008412E-01  0.24041666E-01   0.0000000      0.55197185      0.14424002      0.70570060E-02 -0.21270733E-01 -0.14599146E-02
   20.449999      0.23990816E-01  0.24023468E-01   0.0000000      0.55183679      0.14420480      0.70518325E-02 -0.21121891E-01 -0.14578019E-02
   20.459999      0.23973223E-01  0.24005868E-01   0.0000000      0.55170143      0.14416949      0.70466604E-02 -0.20972513E-01 -0.14556892E-02
   20.469999      0.23955669E-01  0.23988307E-01   0.0000000      0.55156660      0.14413433      0.70414999E-02 -0.20824213E-01 -0.14535839E-02
   20.480000      0.23938119E-01  0.23970747E-01   0.0000000      0.55143142      0.14409907      0.70363400E-02 -0.20675374E-01 -0.14514787E-02
   20.490000      0.23920607E-01  0.23954412E-01   0.0000000      0.55129677      0.14406396      0.70316973E-02 -0.20527074E-01 -0.14493814E-02
   20.500000      0.23903102E-01  0.23935713E-01   0.0000000      0.55116183      0.14402877      0.70260456E-02 -0.20378774E-01 -0.14472840E-02
   20.510000      0.23885632E-01  0.23917643E-01   0.0000000      0.55102730      0.14399371      0.70209107E-02 -0.20231014E-01 -0.14451941E-02
   20.520000      0.23868166E-01  0.23900762E-01   0.0000000      0.55089253      0.14395855      0.70160287E-02 -0.20082716E-01 -0.14431042E-02
   20.529999      0.23850739E-01  0.23882736E-01   0.0000000      0.55075824      0.14392354      0.70106541E-02 -0.19934956E-01 -0.14410217E-02
   20.539999      0.23833318E-01  0.23866490E-01   0.0000000      0.55062371      0.14388844      0.70057842E-02 -0.19787736E-01 -0.14389390E-02
   20.549999      0.23815932E-01  0.23847912E-01   0.0000000      0.55048960      0.14385347      0.70004216E-02 -0.19639978E-01 -0.14368643E-02
   20.559999      0.23798550E-01  0.23831114E-01   0.0000000      0.55035514      0.14381842      0.69955634E-02 -0.19492757E-01 -0.14347894E-02
   20.570000      0.23781205E-01  0.23813169E-01   0.0000000      0.55022126      0.14378351      0.69902139E-02 -0.19345539E-01 -0.14327219E-02
   20.580000      0.23763865E-01  0.23797596E-01   0.0000000      0.55008703      0.14374852      0.69856201E-02 -0.19198321E-01 -0.14306543E-02
   20.590000      0.23746563E-01  0.23778511E-01   0.0000000      0.54995328      0.14371365      0.69800308E-02 -0.19051105E-01 -0.14285936E-02
   20.600000      0.23729267E-01  0.23761209E-01   0.0000000      0.54981929      0.14367872      0.69749472E-02 -0.18904425E-01 -0.14265330E-02
   20.609999      0.23712005E-01  0.23743941E-01   0.0000000      0.54968572      0.14364392      0.69698743E-02 -0.18757747E-01 -0.14244807E-02
   20.619999      0.23694752E-01  0.23726087E-01   0.0000000      0.54955190      0.14360903      0.69648023E-02 -0.18611070E-01 -0.14224282E-02
   20.629999      0.23677530E-01  0.23708858E-01   0.0000000      0.54941851      0.14357425      0.69597405E-02 -0.18464932E-01 -0.14203829E-02
   20.639999      0.23660315E-01  0.23692226E-01   0.0000000      0.54928493      0.14353941      0.69546802E-02 -0.18318793E-01 -0.14183375E-02
   20.650000      0.23643136E-01  0.23675039E-01   0.0000000      0.54915172      0.14350471      0.69496324E-02 -0.18172657E-01 -0.14162993E-02
   20.660000      0.23625961E-01  0.23657266E-01   0.0000000      0.54901820      0.14346991      0.69448357E-02 -0.18026518E-01 -0.14142611E-02
   20.670000      0.23608824E-01  0.23640122E-01   0.0000000      0.54888523      0.14343525      0.69395471E-02 -0.17880920E-01 -0.14122302E-02
   20.680000      0.23591692E-01  0.23622980E-01   0.0000000      0.54875201      0.14340052      0.69345124E-02 -0.17735323E-01 -0.14101992E-02
   20.689999      0.23574596E-01  0.23606468E-01   0.0000000      0.54861915      0.14336590      0.69294884E-02 -0.17589727E-01 -0.14081757E-02
   20.699999      0.23557505E-01  0.23588780E-01   0.0000000      0.54848605      0.14333123      0.69244658E-02 -0.17444130E-01 -0.14061523E-02
   20.709999      0.23540450E-01  0.23571717E-01   0.0000000      0.54835343      0.14329667      0.69197044E-02 -0.17299071E-01 -0.14041354E-02
   20.719999      0.23523398E-01  0.23554657E-01   0.0000000      0.54822052      0.14326203      0.69144419E-02 -0.17154016E-01 -0.14021187E-02
   20.730000      0.23506382E-01  0.23537636E-01   0.0000000      0.54808807      0.14322752      0.69094417E-02 -0.17008958E-01 -0.14001089E-02
   20.740000      0.23489371E-01  0.23520617E-01   0.0000000      0.54795533      0.14319293      0.69044423E-02 -0.16863903E-01 -0.13980989E-02
   20.750000      0.23472399E-01  0.23503635E-01   0.0000000      0.54782313      0.14315847      0.68994537E-02 -0.16719388E-01 -0.13960976E-02
   20.760000      0.23455428E-01  0.23486659E-01   0.0000000      0.54769057      0.14312392      0.68944674E-02 -0.16574871E-01 -0.13940964E-02
   20.770000      0.23438497E-01  0.23469718E-01   0.0000000      0.54755855      0.14308953      0.68894909E-02 -0.16430354E-01 -0.13921011E-02
   20.779999      0.23421567E-01  0.23452783E-01   0.0000000      0.54742616      0.14305504      0.68845167E-02 -0.16286377E-01 -0.13901058E-02
   20.789999      0.23404675E-01  0.23435881E-01   0.0000000      0.54729432      0.14302067      0.68795527E-02 -0.16142400E-01 -0.13881186E-02
   20.799999      0.23387782E-01  0.23418395E-01   0.0000000      0.54716212      0.14298624      0.68743387E-02 -0.15997887E-01 -0.13861313E-02
   20.809999      0.23370929E-01  0.23401532E-01   0.0000000      0.54703045      0.14295192      0.68696365E-02 -0.15854450E-01 -0.13841506E-02
   20.820000      0.23354080E-01  0.23384675E-01   0.0000000      0.54689848      0.14291754      0.68646860E-02 -0.15710475E-01 -0.13821697E-02
   20.830000      0.23337265E-01  0.23369031E-01   0.0000000      0.54676694      0.14288327      0.68599954E-02 -0.15567038E-01 -0.13801958E-02
   20.840000      0.23320455E-01  0.23351038E-01   0.0000000      0.54663515      0.14284894      0.68548056E-02 -0.15423603E-01 -0.13782220E-02
   20.850000      0.23303684E-01  0.23334844E-01   0.0000000      0.54650384      0.14281474      0.68501281E-02 -0.15280168E-01 -0.13762554E-02
   20.859999      0.23286916E-01  0.23317484E-01   0.0000000      0.54637223      0.14278044      0.68449504E-02 -0.15137272E-01 -0.13742887E-02
   20.869999      0.23270182E-01  0.23300156E-01   0.0000000      0.54624104      0.14274628      0.68400339E-02 -0.14994375E-01 -0.13723300E-02
   20.879999      0.23253454E-01  0.23284007E-01   0.0000000      0.54610962      0.14271203      0.68351175E-02 -0.14851481E-01 -0.13703711E-02
   20.889999      0.23236761E-01  0.23265544E-01   0.0000000      0.54597867      0.14267792      0.68297130E-02 -0.14708587E-01 -0.13684173E-02
   20.900000      0.23220068E-01  0.23250606E-01   0.0000000      0.54584742      0.14264372      0.68253078E-02 -0.14565692E-01 -0.13664638E-02
   20.910000      0.23203412E-01  0.23233358E-01   0.0000000      0.54571658      0.14260966      0.68204156E-02 -0.14423338E-01 -0.13645183E-02
   20.920000      0.23186764E-01  0.23216702E-01   0.0000000      0.54558551      0.14257552      0.68155234E-02 -0.14280983E-01 -0.13625727E-02
   20.930000      0.23170151E-01  0.23200667E-01   0.0000000      0.54545498      0.14254151      0.68106423E-02 -0.14138630E-01 -0.13606342E-02
   20.939999      0.23153540E-01  0.23183461E-01   0.0000000      0.54532409      0.14250740      0.68057613E-02 -0.13996813E-01 -0.13586956E-02
   20.949999      0.23136966E-01  0.23166882E-01   0.0000000      0.54519367      0.14247344      0.68008918E-02 -0.13854999E-01 -0.13567634E-02
   20.959999      0.23120392E-01  0.23150887E-01   0.0000000      0.54506296      0.14243941      0.67960233E-02 -0.13713185E-01 -0.13548313E-02
   20.969999      0.23103857E-01  0.23133757E-01   0.0000000      0.54493272      0.14240548      0.67911642E-02 -0.13571371E-01 -0.13529061E-02
   20.980000      0.23087325E-01  0.23117805E-01   0.0000000      0.54480219      0.14237149      0.67865564E-02 -0.13430096E-01 -0.13509811E-02
   20.990000      0.23070827E-01  0.23100715E-01   0.0000000      0.54467213      0.14233762      0.67814603E-02 -0.13288284E-01 -0.13490630E-02
   21.000000      0.23054335E-01  0.23084214E-01   0.0000000      0.54454178      0.14230368      0.67766146E-02 -0.13147010E-01 -0.13471449E-02
   21.010000      0.23037875E-01  0.23067163E-01   0.0000000      0.54441190      0.14226983      0.67717782E-02 -0.13006276E-01 -0.13452340E-02
   21.020000      0.23021420E-01  0.23051286E-01   0.0000000      0.54428178      0.14223595      0.67669456E-02 -0.12865002E-01 -0.13433230E-02
   21.029999      0.23005003E-01  0.23036031E-01   0.0000000      0.54415202      0.14220217      0.67623705E-02 -0.12724269E-01 -0.13414180E-02
   21.039999      0.22988589E-01  0.23018440E-01   0.0000000      0.54402208      0.14216833      0.67572994E-02 -0.12583534E-01 -0.13395131E-02
   21.049999      0.22972208E-01  0.23002053E-01   0.0000000      0.54389262      0.14213459      0.67527350E-02 -0.12442803E-01 -0.13376151E-02
   21.059999      0.22955829E-01  0.22985667E-01   0.0000000      0.54376280      0.14210080      0.67476756E-02 -0.12302608E-01 -0.13357170E-02
   21.070000      0.22939488E-01  0.22969903E-01   0.0000000      0.54363352      0.14206712      0.67431233E-02 -0.12162414E-01 -0.13338256E-02
   21.080000      0.22923151E-01  0.22952389E-01   0.0000000      0.54350388      0.14203337      0.67380746E-02 -0.12021682E-01 -0.13319342E-02
   21.090000      0.22906845E-01  0.22936078E-01   0.0000000      0.54337466      0.14199974      0.67332848E-02 -0.11882029E-01 -0.13300504E-02
   21.100000      0.22890545E-01  0.22919770E-01   0.0000000      0.54324526      0.14196602      0.67284955E-02 -0.11741837E-01 -0.13281666E-02
   21.109999      0.22874283E-01  0.22904085E-01   0.0000000      0.54311627      0.14193244      0.67239678E-02 -0.11602183E-01 -0.13262888E-02
   21.119999      0.22858024E-01  0.22887236E-01   0.0000000      0.54298705      0.14189880      0.67189415E-02 -0.11462530E-01 -0.13244109E-02
   21.129999      0.22841796E-01  0.22871001E-01   0.0000000      0.54285824      0.14186525      0.67141750E-02 -0.11322878E-01 -0.13225395E-02
   21.139999      0.22825575E-01  0.22854771E-01   0.0000000      0.54272914      0.14183165      0.67094094E-02 -0.11183765E-01 -0.13206680E-02
   21.150000      0.22809383E-01  0.22838574E-01   0.0000000      0.54260057      0.14179817      0.67046531E-02 -0.11044652E-01 -0.13188043E-02
   21.160000      0.22793198E-01  0.22822965E-01   0.0000000      0.54247165      0.14176461      0.67001474E-02 -0.10905540E-01 -0.13169405E-02
   21.170000      0.22777047E-01  0.22805640E-01   0.0000000      0.54234320      0.14173116      0.66951541E-02 -0.10766428E-01 -0.13150825E-02
   21.180000      0.22760900E-01  0.22789486E-01   0.0000000      0.54221445      0.14169765      0.66904109E-02 -0.10627316E-01 -0.13132244E-02
   21.189999      0.22744790E-01  0.22773951E-01   0.0000000      0.54208624      0.14166425      0.66856784E-02 -0.10488744E-01 -0.13113737E-02
   21.199999      0.22728682E-01  0.22756672E-01   0.0000000      0.54195774      0.14163078      0.66806977E-02 -0.10350171E-01 -0.13095229E-02
   21.209999      0.22712607E-01  0.22741174E-01   0.0000000      0.54182965      0.14159743      0.66762236E-02 -0.10211600E-01 -0.13076778E-02
   21.219999      0.22696534E-01  0.22725092E-01   0.0000000      0.54170126      0.14156403      0.66715027E-02 -0.10073568E-01 -0.13058326E-02
   21.230000      0.22680495E-01  0.22710213E-01   0.0000000      0.54157341      0.14153072      0.66670403E-02 -0.99349972E-02 -0.13039954E-02
   21.240000      0.22664465E-01  0.22693010E-01   0.0000000      0.54144520      0.14149734      0.66620815E-02 -0.97969649E-02 -0.13021580E-02
   21.250000      0.22648463E-01  0.22677002E-01   0.0000000      0.54131746      0.14146410      0.66573825E-02 -0.96589336E-02 -0.13003264E-02
   21.260000      0.22632467E-01  0.22660999E-01   0.0000000      0.54118943      0.14143077      0.66526821E-02 -0.95214406E-02 -0.12984949E-02
   21.270000      0.22616504E-01  0.22645030E-01   0.0000000      0.54106194      0.14139757      0.66479943E-02 -0.93834102E-02 -0.12966695E-02
   21.279999      0.22600548E-01  0.22629067E-01   0.0000000      0.54093415      0.14136431      0.66433079E-02 -0.92459191E-02 -0.12948439E-02
   21.289999      0.22584623E-01  0.22611972E-01   0.0000000      0.54080671      0.14133114      0.66386294E-02 -0.91084279E-02 -0.12930253E-02
   21.299999      0.22568701E-01  0.22597207E-01   0.0000000      0.54067910      0.14129791      0.66339523E-02 -0.89714751E-02 -0.12912068E-02
   21.309999      0.22552811E-01  0.22581309E-01   0.0000000      0.54055190      0.14126480      0.66292854E-02 -0.88339848E-02 -0.12893946E-02
   21.320000      0.22536928E-01  0.22565421E-01   0.0000000      0.54042441      0.14123160      0.66246190E-02 -0.86970339E-02 -0.12875823E-02
   21.330000      0.22521077E-01  0.22549564E-01   0.0000000      0.54029739      0.14119855      0.66199633E-02 -0.85600829E-02 -0.12857770E-02
   21.340000      0.22505231E-01  0.22534292E-01   0.0000000      0.54017013      0.14116541      0.66155554E-02 -0.84236702E-02 -0.12839716E-02
   21.350000      0.22489417E-01  0.22517890E-01   0.0000000      0.54004329      0.14113238      0.66106631E-02 -0.82867211E-02 -0.12821719E-02
   21.359999      0.22473609E-01  0.22503236E-01   0.0000000      0.53991622      0.14109930      0.66062678E-02 -0.81503093E-02 -0.12803721E-02
   21.369999      0.22457832E-01  0.22485711E-01   0.0000000      0.53978956      0.14106633      0.66013862E-02 -0.80138994E-02 -0.12785798E-02
   21.379999      0.22442058E-01  0.22469930E-01   0.0000000      0.53966260      0.14103328      0.65967520E-02 -0.78774886E-02 -0.12767874E-02
   21.389999      0.22426317E-01  0.22454182E-01   0.0000000      0.53953612      0.14100035      0.65921289E-02 -0.77416175E-02 -0.12750006E-02
   21.400000      0.22410581E-01  0.22438440E-01   0.0000000      0.53940940      0.14096735      0.65875067E-02 -0.76052076E-02 -0.12732139E-02
   21.410000      0.22394877E-01  0.22422729E-01   0.0000000      0.53928304      0.14093447      0.65828939E-02 -0.74693374E-02 -0.12714334E-02
   21.420000      0.22379177E-01  0.22407021E-01   0.0000000      0.53915644      0.14090152      0.65782825E-02 -0.73334672E-02 -0.12696529E-02
